cod_departamento,departamento,anio,biologico,cobertura_vacunacion,estado_indicador,rango_bajo_inicio,rango_bajo_fin,rango_medio_inicio,rango_medio_fin,rango_adecuado_inicio,rango_adecuado_fin,cobertura_original,cobertura_porcentaje,nivel_cobertura
50,Meta,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8829,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8829,88.29,Media
52,Nariño,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.859,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.859,85.9,Media
54,Norte de Santander,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8816,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8816,88.16000000000001,Media
63,Quindio,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8901,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8901,89.01,Media
66,Risaralda,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8955,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8955,89.55,Media
68,Santander,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8493,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8493,84.93,Media
70,Sucre,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8862,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8862,88.62,Media
73,Tolima,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9024,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9024,90.24,Adecuada
76,Valle del Cauca,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9216,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9216,92.16,Adecuada
81,Arauca,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.905,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.905,90.5,Adecuada
85,Casanare,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9616,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9616,96.16,Alta
86,Putumayo,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9154,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9154,91.53999999999999,Adecuada
88,Archipiélago de San Andrés Providencia y Santa Catalina,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8514,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8514,85.14,Media
91,Amazonas,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8465,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8465,84.65,Media
94,Guainía,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9202,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9202,92.02,Adecuada
95,Guaviare,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7805,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7805,78.05,Baja
97,Vaupés,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.758,IndicatorState1,0,49.99,80,89.99,90,94.99,0.758,75.8,Baja
99,Vichada,2019,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6983,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6983,69.83,Baja
5,Antioquia,2020,BCG - Antituberculosa Recién Nacido,0.7312,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7312,73.11999999999999,Baja
8,Atlántico,2020,BCG - Antituberculosa Recién Nacido,0.9728,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9728,97.28,Alta
11,Bogotá  D.C.,2020,BCG - Antituberculosa Recién Nacido,0.9199,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9199,91.99000000000001,Adecuada
13,Bolívar,2020,BCG - Antituberculosa Recién Nacido,0.7279,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7279,72.78999999999999,Baja
15,Boyacá,2020,BCG - Antituberculosa Recién Nacido,0.7424,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7424,74.24,Baja
17,Caldas,2020,BCG - Antituberculosa Recién Nacido,0.6083,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6083,60.83,Baja
18,Caquetá,2020,BCG - Antituberculosa Recién Nacido,0.8283,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8283,82.83,Media
19,Cauca,2020,BCG - Antituberculosa Recién Nacido,0.6653,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6653,66.53,Baja
20,Cesar,2020,BCG - Antituberculosa Recién Nacido,0.8289,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8289,82.89,Media
23,Córdoba,2020,BCG - Antituberculosa Recién Nacido,0.7345,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7345,73.45,Baja
25,Cundinamarca,2020,BCG - Antituberculosa Recién Nacido,0.3881,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.3881,38.81,Muy baja
27,Chocó,2020,BCG - Antituberculosa Recién Nacido,0.7502,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7502,75.02,Baja
41,Huila,2020,BCG - Antituberculosa Recién Nacido,0.8308,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8308,83.08,Media
44,La Guajira,2020,BCG - Antituberculosa Recién Nacido,0.9388,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9388,93.88,Adecuada
47,Magdalena,2020,BCG - Antituberculosa Recién Nacido,0.865,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.865,86.5,Media
50,Meta,2020,BCG - Antituberculosa Recién Nacido,0.8812,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8812,88.12,Media
52,Nariño,2020,BCG - Antituberculosa Recién Nacido,0.672,IndicatorState1,0,49.99,80,89.99,90,94.99,0.672,67.2,Baja
54,Norte de Santander,2020,BCG - Antituberculosa Recién Nacido,0.9303,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9303,93.03,Adecuada
63,Quindio,2020,BCG - Antituberculosa Recién Nacido,0.8574,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8574,85.74000000000001,Media
66,Risaralda,2020,BCG - Antituberculosa Recién Nacido,0.8199,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8199,81.99,Media
68,Santander,2020,BCG - Antituberculosa Recién Nacido,0.754,IndicatorState1,0,49.99,80,89.99,90,94.99,0.754,75.4,Baja
70,Sucre,2020,BCG - Antituberculosa Recién Nacido,0.8226,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8226,82.26,Media
73,Tolima,2020,BCG - Antituberculosa Recién Nacido,0.8208,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8208,82.08,Media
76,Valle del Cauca,2020,BCG - Antituberculosa Recién Nacido,0.7144,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7144,71.44,Baja
81,Arauca,2020,BCG - Antituberculosa Recién Nacido,0.922,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.922,92.2,Adecuada
85,Casanare,2020,BCG - Antituberculosa Recién Nacido,0.8102,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8102,81.02000000000001,Media
86,Putumayo,2020,BCG - Antituberculosa Recién Nacido,0.6604,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6604,66.03999999999999,Baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2020,BCG - Antituberculosa Recién Nacido,0.7399,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7399,73.99,Baja
91,Amazonas,2020,BCG - Antituberculosa Recién Nacido,0.6169,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6169,61.69,Baja
94,Guainía,2020,BCG - Antituberculosa Recién Nacido,0.6698,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6698,66.97999999999999,Baja
95,Guaviare,2020,BCG - Antituberculosa Recién Nacido,0.7053,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7053,70.53,Baja
97,Vaupés,2020,BCG - Antituberculosa Recién Nacido,0.5049,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5049,50.49,Baja
99,Vichada,2020,BCG - Antituberculosa Recién Nacido,0.4509,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.4509,45.09,Muy baja
5,Antioquia,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6897,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6897,68.97,Baja
8,Atlántico,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.899,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.899,89.9,Media
11,Bogotá  D.C.,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7906,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7906,79.06,Baja
13,Bolívar,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7979,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7979,79.79,Baja
15,Boyacá,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7503,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7503,75.03,Baja
17,Caldas,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6242,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6242,62.419999999999995,Baja
18,Caquetá,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7094,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7094,70.94,Baja
19,Cauca,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7536,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7536,75.36,Baja
20,Cesar,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8379,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8379,83.78999999999999,Media
23,Córdoba,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7531,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7531,75.31,Baja
25,Cundinamarca,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6872,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6872,68.72,Baja
27,Chocó,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.5899,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5899,58.989999999999995,Baja
41,Huila,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.793,IndicatorState1,0,49.99,80,89.99,90,94.99,0.793,79.3,Baja
44,La Guajira,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8986,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8986,89.86,Media
47,Magdalena,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8816,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8816,88.16000000000001,Media
50,Meta,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7755,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7755,77.55,Baja
52,Nariño,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6483,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6483,64.83,Baja
54,Norte de Santander,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7921,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7921,79.21000000000001,Baja
63,Quindio,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7666,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7666,76.66,Baja
66,Risaralda,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7459,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7459,74.59,Baja
68,Santander,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7499,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7499,74.99,Baja
70,Sucre,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8277,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8277,82.77,Media
73,Tolima,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8633,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8633,86.33,Media
76,Valle del Cauca,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7763,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7763,77.63,Baja
81,Arauca,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.857,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.857,85.7,Media
85,Casanare,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8065,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8065,80.65,Media
86,Putumayo,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6665,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6665,66.64999999999999,Baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7109,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7109,71.09,Baja
91,Amazonas,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6138,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6138,61.38,Baja
94,Guainía,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.5029,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5029,50.29,Baja
95,Guaviare,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6418,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6418,64.18,Baja
97,Vaupés,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.3715,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.3715,37.15,Muy baja
99,Vichada,2020,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.3541,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.3541,35.410000000000004,Muy baja
5,Antioquia,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
8,Atlántico,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
11,Bogotá  D.C.,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
13,Bolívar,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
15,Boyacá,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
17,Caldas,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
18,Caquetá,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
19,Cauca,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
20,Cesar,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
23,Córdoba,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
25,Cundinamarca,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
27,Chocó,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
41,Huila,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
44,La Guajira,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
47,Magdalena,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
50,Meta,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
52,Nariño,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
54,Norte de Santander,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
63,Quindio,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
41,Huila,2022,PENTA3,0.8905,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8905,89.05,Media
66,Risaralda,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
68,Santander,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
70,Sucre,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
73,Tolima,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
76,Valle del Cauca,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
81,Arauca,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
85,Casanare,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
86,Putumayo,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
91,Amazonas,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
94,Guainía,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
95,Guaviare,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
97,Vaupés,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
99,Vichada,2020,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
5,Antioquia,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7438,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7438,74.38,Baja
8,Atlántico,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9187,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9187,91.86999999999999,Adecuada
11,Bogotá  D.C.,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8441,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8441,84.41,Media
13,Bolívar,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8672,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8672,86.72,Media
15,Boyacá,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7583,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7583,75.83,Baja
17,Caldas,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6544,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6544,65.44,Baja
18,Caquetá,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8169,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8169,81.69,Media
19,Cauca,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7874,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7874,78.74,Baja
20,Cesar,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8897,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8897,88.97,Media
23,Córdoba,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7725,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7725,77.25,Baja
25,Cundinamarca,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.693,IndicatorState1,0,49.99,80,89.99,90,94.99,0.693,69.3,Baja
27,Chocó,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8087,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8087,80.87,Media
41,Huila,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8193,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8193,81.93,Media
44,La Guajira,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9457,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9457,94.57,Adecuada
47,Magdalena,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9399,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9399,93.99,Adecuada
50,Meta,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8117,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8117,81.17,Media
52,Nariño,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.6907,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6907,69.07,Baja
54,Norte de Santander,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8093,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8093,80.93,Media
63,Quindio,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.778,IndicatorState1,0,49.99,80,89.99,90,94.99,0.778,77.8,Baja
66,Risaralda,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7701,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7701,77.01,Baja
68,Santander,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.778,IndicatorState1,0,49.99,80,89.99,90,94.99,0.778,77.8,Baja
70,Sucre,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8743,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8743,87.42999999999999,Media
73,Tolima,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8998,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8998,89.98,Media
76,Valle del Cauca,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7986,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7986,79.86,Baja
81,Arauca,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8927,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8927,89.27000000000001,Media
85,Casanare,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8027,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8027,80.27,Media
86,Putumayo,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7225,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7225,72.25,Baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7561,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7561,75.61,Baja
91,Amazonas,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7329,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7329,73.29,Baja
94,Guainía,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7291,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7291,72.91,Baja
95,Guaviare,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7362,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7362,73.61999999999999,Baja
97,Vaupés,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.5304,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5304,53.04,Baja
99,Vichada,2020,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.5865,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5865,58.650000000000006,Baja
5,Antioquia,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7584,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7584,75.84,Baja
8,Atlántico,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9176,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9176,91.75999999999999,Adecuada
