cod_departamento,departamento,anio,biologico,cobertura_vacunacion,estado_indicador,rango_bajo_inicio,rango_bajo_fin,rango_medio_inicio,rango_medio_fin,rango_adecuado_inicio,rango_adecuado_fin,cobertura_original,cobertura_porcentaje,nivel_cobertura
11,Bogotá  D.C.,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9696,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9696,96.96000000000001,Alta
13,Bolívar,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8293,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8293,82.93,Media
15,Boyacá,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8751,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8751,87.51,Media
17,Caldas,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7238,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7238,72.38,Baja
18,Caquetá,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7482,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7482,74.82,Baja
19,Cauca,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8221,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8221,82.21000000000001,Media
20,Cesar,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8084,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8084,80.84,Media
23,Córdoba,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7773,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7773,77.73,Baja
25,Cundinamarca,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7543,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7543,75.42999999999999,Baja
27,Chocó,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6511,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6511,65.11,Baja
41,Huila,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8891,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8891,88.91,Media
44,La Guajira,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.747,IndicatorState1,0,49.99,80,89.99,90,94.99,0.747,74.7,Baja
47,Magdalena,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8251,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8251,82.50999999999999,Media
50,Meta,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8188,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8188,81.88,Media
52,Nariño,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7395,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7395,73.95,Baja
54,Norte de Santander,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7091,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7091,70.91,Baja
63,Quindio,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8647,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8647,86.47,Media
66,Risaralda,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.828,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.828,82.8,Media
68,Santander,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8047,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8047,80.47,Media
70,Sucre,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8527,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8527,85.27,Media
73,Tolima,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.9018,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9018,90.18,Adecuada
76,Valle del Cauca,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8053,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8053,80.53,Media
81,Arauca,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7726,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7726,77.25999999999999,Baja
85,Casanare,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8576,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8576,85.76,Media
86,Putumayo,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7401,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7401,74.00999999999999,Baja
44,La Guajira,2022,PENTA3,0.9681,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9681,96.81,Alta
47,Magdalena,2022,PENTA3,0.9263,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9263,92.63,Adecuada
50,Meta,2022,PENTA3,0.8559,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8559,85.59,Media
52,Nariño,2022,PENTA3,0.7952,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7952,79.52,Baja
88,Archipiélago de San Andrés Providencia y Santa Catalina,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.7528,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7528,75.28,Baja
91,Amazonas,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.8029,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8029,80.28999999999999,Media
94,Guainía,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6083,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6083,60.83,Baja
95,Guaviare,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.6674,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6674,66.74,Baja
97,Vaupés,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.4502,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.4502,45.019999999999996,Muy baja
99,Vichada,2020,TV.R - Sarampión-Rubéola-Paperas (TV) 5 Años Refuerzo,0.4555,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.4555,45.550000000000004,Muy baja
5,Antioquia,2021,BCG - Antituberculosa Recién Nacido,0.8956,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8956,89.56,Media
8,Atlántico,2021,BCG - Antituberculosa Recién Nacido,0.9949,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9949,99.49,Alta
11,Bogotá  D.C.,2021,BCG - Antituberculosa Recién Nacido,0.8377,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8377,83.77,Media
13,Bolívar,2021,BCG - Antituberculosa Recién Nacido,0.7566,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7566,75.66000000000001,Baja
15,Boyacá,2021,BCG - Antituberculosa Recién Nacido,0.8898,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8898,88.98,Media
17,Caldas,2021,BCG - Antituberculosa Recién Nacido,0.8496,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8496,84.96000000000001,Media
18,Caquetá,2021,BCG - Antituberculosa Recién Nacido,1.0146,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0146,101.46,Alta
19,Cauca,2021,BCG - Antituberculosa Recién Nacido,0.784,IndicatorState1,0,49.99,80,89.99,90,94.99,0.784,78.4,Baja
20,Cesar,2021,BCG - Antituberculosa Recién Nacido,0.9877,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9877,98.77,Alta
23,Córdoba,2021,BCG - Antituberculosa Recién Nacido,0.8749,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8749,87.49,Media
25,Cundinamarca,2021,BCG - Antituberculosa Recién Nacido,0.3857,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.3857,38.57,Muy baja
27,Chocó,2021,BCG - Antituberculosa Recién Nacido,0.9512,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9512,95.12,Alta
41,Huila,2021,BCG - Antituberculosa Recién Nacido,0.9842,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9842,98.42,Alta
44,La Guajira,2021,BCG - Antituberculosa Recién Nacido,1.1342,IndicatorState3,0,49.99,80,89.99,90,94.99,1.1342,113.42000000000002,Alta
47,Magdalena,2021,BCG - Antituberculosa Recién Nacido,0.9246,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9246,92.46,Adecuada
50,Meta,2021,BCG - Antituberculosa Recién Nacido,0.9918,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9918,99.18,Alta
52,Nariño,2021,BCG - Antituberculosa Recién Nacido,0.8541,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8541,85.41,Media
54,Norte de Santander,2021,BCG - Antituberculosa Recién Nacido,0.958,IndicatorState2,0,49.99,80,89.99,90,94.99,0.958,95.8,Alta
63,Quindio,2021,BCG - Antituberculosa Recién Nacido,1.0268,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0268,102.67999999999999,Alta
66,Risaralda,2021,BCG - Antituberculosa Recién Nacido,0.9875,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9875,98.75,Alta
68,Santander,2021,BCG - Antituberculosa Recién Nacido,0.849,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.849,84.89999999999999,Media
70,Sucre,2021,BCG - Antituberculosa Recién Nacido,0.9987,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9987,99.87,Alta
73,Tolima,2021,BCG - Antituberculosa Recién Nacido,0.8522,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8522,85.22,Media
76,Valle del Cauca,2021,BCG - Antituberculosa Recién Nacido,0.7975,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7975,79.75,Baja
81,Arauca,2021,BCG - Antituberculosa Recién Nacido,1.1094,IndicatorState3,0,49.99,80,89.99,90,94.99,1.1094,110.94,Alta
85,Casanare,2021,BCG - Antituberculosa Recién Nacido,0.9467,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9467,94.67,Adecuada
86,Putumayo,2021,BCG - Antituberculosa Recién Nacido,0.8992,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8992,89.92,Media
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,BCG - Antituberculosa Recién Nacido,0.7953,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7953,79.53,Baja
91,Amazonas,2021,BCG - Antituberculosa Recién Nacido,0.687,IndicatorState1,0,49.99,80,89.99,90,94.99,0.687,68.7,Baja
94,Guainía,2021,BCG - Antituberculosa Recién Nacido,1.4046,IndicatorState3,0,49.99,80,89.99,90,94.99,1.4046,140.46,Alta
95,Guaviare,2021,BCG - Antituberculosa Recién Nacido,0.9725,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9725,97.25,Alta
97,Vaupés,2021,BCG - Antituberculosa Recién Nacido,1.0249,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0249,102.49,Alta
99,Vichada,2021,BCG - Antituberculosa Recién Nacido,0.7945,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7945,79.45,Baja
5,Antioquia,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8535,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8535,85.35000000000001,Media
8,Atlántico,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9844,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9844,98.44000000000001,Alta
11,Bogotá D.C.,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7367,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7367,73.67,Baja
13,Bolívar,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9012,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9012,90.12,Adecuada
15,Boyacá,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8932,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8932,89.32,Media
17,Caldas,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8521,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8521,85.21,Media
18,Caquetá,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8864,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8864,88.64,Media
19,Cauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8916,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8916,89.16,Media
20,Cesar,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9309,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9309,93.08999999999999,Adecuada
23,Córdoba,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8837,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8837,88.37,Media
25,Cundinamarca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9015,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9015,90.14999999999999,Adecuada
27,Chocó,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.797,IndicatorState1,0,49.99,80,89.99,90,94.99,0.797,79.7,Baja
41,Huila,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8834,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8834,88.34,Media
44,La Guajira,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.904,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.904,90.4,Adecuada
47,Magdalena,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9402,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9402,94.02000000000001,Adecuada
50,Meta,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8844,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8844,88.44,Media
52,Nariño,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8295,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8295,82.95,Media
54,Norte de Santander,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9157,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9157,91.57,Adecuada
63,Quindio,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9068,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9068,90.68,Adecuada
66,Risaralda,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9312,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9312,93.12,Adecuada
68,Santander,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8391,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8391,83.91,Media
70,Sucre,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.969,IndicatorState2,0,49.99,80,89.99,90,94.99,0.969,96.89999999999999,Alta
73,Tolima,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9052,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9052,90.52,Adecuada
76,Valle del Cauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7846,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7846,78.46,Baja
81,Arauca,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.9673,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9673,96.73,Alta
85,Casanare,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,1.0162,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0162,101.62,Alta
86,Putumayo,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,1.0006,IndicatorState3,0,49.99,80,89.99,90,94.99,1.0006,100.05999999999999,Alta
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.807,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.807,80.7,Media
91,Amazonas,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.6778,IndicatorState1,0,49.99,80,89.99,90,94.99,0.6778,67.78,Baja
94,Guainía,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.96,IndicatorState2,0,49.99,80,89.99,90,94.99,0.96,96.0,Alta
95,Guaviare,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.8824,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8824,88.24,Media
97,Vaupés,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.7334,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7334,73.34,Baja
99,Vichada,2021,PENTA3 - Pentavalente Menor a 1 Año 3a. Dosis,0.5847,IndicatorState1,0,49.99,80,89.99,90,94.99,0.5847,58.47,Baja
5,Antioquia,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
8,Atlántico,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
11,Bogotá  D.C.,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
13,Bolívar,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
15,Boyacá,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
17,Caldas,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
18,Caquetá,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
19,Cauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
20,Cesar,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
23,Córdoba,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
25,Cundinamarca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
27,Chocó,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
41,Huila,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
44,La Guajira,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
47,Magdalena,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
50,Meta,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
52,Nariño,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
54,Norte de Santander,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
63,Quindio,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
66,Risaralda,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
68,Santander,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
70,Sucre,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
73,Tolima,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
76,Valle del Cauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
81,Arauca,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
85,Casanare,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
86,Putumayo,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
88,Archipiélago de San Andrés  Providencia y Santa Catalina,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
91,Amazonas,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
94,Guainía,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
95,Guaviare,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
97,Vaupés,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
99,Vichada,2021,N2D - Neumococo Mayor a 1 Año 2a. Dosis,0.0,ThreeSymbolUnCircledCross,0,49.99,80,89.99,90,94.99,0.0,0.0,Muy baja
5,Antioquia,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.841,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.841,84.1,Media
8,Atlántico,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9575,IndicatorState2,0,49.99,80,89.99,90,94.99,0.9575,95.75,Alta
11,Bogotá  D.C.,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7791,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7791,77.91,Baja
13,Bolívar,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8637,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8637,86.37,Media
15,Boyacá,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8914,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8914,89.14,Media
17,Caldas,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.7875,IndicatorState1,0,49.99,80,89.99,90,94.99,0.7875,78.75,Baja
18,Caquetá,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8713,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8713,87.13,Media
19,Cauca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8725,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8725,87.25,Media
20,Cesar,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9214,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9214,92.14,Adecuada
23,Córdoba,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8645,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8645,86.45,Media
25,Cundinamarca,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8946,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8946,89.46,Media
27,Chocó,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9253,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9253,92.53,Adecuada
41,Huila,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8691,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8691,86.91,Media
44,La Guajira,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9473,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9473,94.73,Adecuada
47,Magdalena,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.936,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.936,93.60000000000001,Adecuada
50,Meta,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9018,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9018,90.18,Adecuada
52,Nariño,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8394,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8394,83.94,Media
54,Norte de Santander,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.9272,ThreeSymbolUnCircledCheck,0,49.99,80,89.99,90,94.99,0.9272,92.72,Adecuada
63,Quindio,2021,TV - Sarampión-Rubéola-Paperas (TV) 1 Año Única Dosis,0.8849,ThreeSymbolUnCircledExclamation,0,49.99,80,89.99,90,94.99,0.8849,88.49000000000001,Media
